/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
SK-Retal-Track-Needle			"*SK-Retal-Track-Needle*"
SK-Retre-Hover-RailGun			"*SK-Retre-Hover-RailGun*"
SK-Retre-Hover-Scourge			"*SK-Retre-Hover-Scourge*"
SK-Retre-Htrk-Pepper			"*SK-Retre-Htrk-Pepper*"
SK-Retre-Track-FlashLight		"*SK-Retre-Track-FlashLight*"
SK-Retre-Track-PulseLsr			"*SK-Retre-Track-PulseLsr*"
SK-Retre-Track-RailGun			"*SK-Retre-Track-RailGun*"
SK-Retre-Track-Scourge			"*SK-Retre-Track-Scourge*"
SK-Scorp-Hover-ASGUN			"*SK-Scorp-Hover-ASGUN*"
SK-Scorp-Hover-BB				"*SK-Scorp-Hover-BB*"
SK-Scorp-Hover-Bombard			"*SK-Scorp-Hover-Bombard*"
SK-Scorp-Hover-Lancer			"*SK-Scorp-Hover-Lancer*"
SK-Scorp-Hover-Mcannon			"*SK-Scorp-Hover-Mcannon*"
SK-Tiger-Hover-ASCannon			"*SK-Tiger-Hover-ASCannon*"
SK-Tiger-Hover-Gauss			"*SK-Tiger-Hover-Gauss*"
SK-Tiger-Hover-Hcannon			"*SK-Tiger-Hover-Hcannon*"
SK-Tiger-Hover-HVC			"*SK-Tiger-Hover-HVC*"
SK-Tiger-Hover-Scourge			"*SK-Tiger-Hover-Scourge*"
SK-Tiger-Hover-TK				"*SK-Tiger-Hover-TK*"
SK-Tiger-Track-ASCannon			"*SK-Tiger-Track-ASCannon*"
SK-Tiger-Track-Gauss			"*SK-Tiger-Track-Gauss*"
SK-Tiger-Track-Hcannon			"*SK-Tiger-Track-Hcannon*"
SK-Tiger-Track-HVC			"*SK-Tiger-Track-HVC*"
SK-Tiger-Track-Scourge			"*SK-Tiger-Track-Scourge*"
SK-Tiger-Track-TK				"*SK-Tiger-Track-TK*"
SK-Veng-Hover-Gauss			"*SK-Veng-Hover-Gauss*"
SK-Veng-Hover-PulseLsr			"*SK-Veng-Hover-PulseLsr*"
SK-Veng-Hover-Scourge			"*SK-Veng-Hover-Scourge*"
SK-Veng-Track-Gauss			"*SK-Veng-Track-Gauss*"
SK-Veng-Track-PulseLsr			"*SK-Veng-Track-PulseLsr*"
SK-Veng-Track-Scourge			"*SK-Veng-Track-Scourge*"
SK-Bug-Hover-Sensor			"*SK-Bug-Hover-Sensor*"
SK-Bug-Hover-Repair			"*SK-Bug-Hover-Repair*"
SK-Leopard-Hover-Sensor			"*SK-Leopard-Hover-Sensor*"
SK-Leopard-Hover-Repair			"*SK-Leopard-Hover-Repair*"
SK-Panther-Track-Repair			"*SK-Panther-Track-Repair*"
SK-Retal-Hover-Repair			"*SK-Retal-Hover-Repair*"
SK-Retal-Hover-Sensor			"*SK-Retal-Hover-Sensor*"
SK-Bug-VTOL-CLBomb			"*SK-Bug-VTOL-CLBomb*"
SK-Bug-VTOL-BB				"*SK-Bug-VTOL-BB*"
SK-Scorpion-VTOL-BB			"*SK-Scorpion-VTOL-BB*"
SK-Scorpion-VTOL-Hbomb			"*SK-Scorpion-VTOL-Hbomb*"
SK-Mantis-VTOL-BB				"*SK-Mantis-VTOL-BB*"
SK-Leopard-VTOL-BB			"*SK-Leopard-VTOL-BB*"
SK-Leopard-VTOL-PhosBomb		"*SK-Leopard-VTOL-PhosBomb*"
SK-Panther-VTOL-Thermite		"*SK-Panther-VTOL-Thermite*"
SK-Panther-VTOL-BB			"*SK-Panther-VTOL-BB*"
SK-Panther-VTOL-Phosbomb		"*SK-Panther-VTOL-Phosbomb*"
SK-Panther-VTOL-TK			"*SK-Panther-VTOL-TK*"
SK-Retal-VTOL-Phosbomb			"*SK-Retal-VTOL-Phosbomb*"
SK-Retre-VTOL-Thermite			"*SK-Retre-VTOL-Thermite*"
SK-Retre-VTOL-PulseLsr			"*SK-Retre-VTOL-PulseLsr*"
SK-Retre-VTOL-Scourge			"*SK-Retre-VTOL-Scourge*"

// added by keith 26th may 1999 for 005 patch
MP-Cyb-Needle-GRD				_("Needlegunner")

// New Cyborgs - Thermite and Grenadier
R-Cyborg-Wpn-Thermite			"*NOT USED Thermite Flamer Cyborg*"
Cyb-Wpn-Thermite				"*Cybrog Thermite Weapon*"
Cyb-Bod-Thermite				"*Thermite Body*"
Cyb-Thermite				_("Thermite Flamer")

R-Cyborg-Wpn-Grenade			"*NOT USED Grenadier Cyborg*"
Cyb-Wpn-Grenade				"*Cyborg Grenade Weapon*"
Cyb-Bod-Grenade				"*Grenadier Body*"
Cyb-Gren					_("Grenadier")

// New Cyborgs - added by Marc 8th June 1999 Combat Engineer & Mechanic

R-Cyborg-Sys-ComEng			"*NOT USED Combat Engineer*"
CyborgSpade					"*Combat Engineer*"
Cyb-Bod-ComEng				"*Combat Engineer*"
Cyb-ComEng					_("Combat Engineer")

R-Cyborg-Sys-Mechanic			"*NOT USED Cyborg Mechanic*"
CyborgRepair				"*Cyborg Mechanic*"
Cyb-Bod-Mechanic				"*Cyborg Mechanic*"
Cyb-Mechanic				_("Cyborg Mechanic")

// added by Marc 9th June 1999 Incendiary Howitzer/Incendiary Mortar/Plasmite Flamer/Heavy Repair

R-Wpn-Howitzer-Incenediary		_("Incendiary Howitzer")
Howitzer-Incenediary			_("Incendiary Howitzer")
R-Defense-Howitzer-Incenediary	_("Incendiary Howitzer Emplacement")
Emplacement-Howitzer-Incenediary	_("Incendiary Howitzer Emplacement")
R-Wpn-Plasmite-Flamer			_("Light Plasmite Flamer")
PlasmiteFlamer				_("Light Plasmite Flamer")
R-Defense-PlasmiteFlamer		_("Light Plasmite Flamer Emplacement")
Plasmite-flamer-bunker			_("Light Plasmite Flamer Emplacement")
R-Wpn-Mortar-Incenediary		_("Incendiary Mortar")
Mortar-Incenediary			_("Incendiary Mortar")
R-Defense-MortarPit-Incenediary	_("Incendiary Mortar Pit")
Emplacement-MortarPit-Incenediary	_("Incendiary Mortar Pit")
R-Sys-MobileRepairTurretHvy		_("Heavy Repair Turret")
HeavyRepair					_("Heavy Repair Turret")

R-Cyborg-Armor-Heat07			_("Cyborg Superdense Thermal Armor")
R-Cyborg-Armor-Heat08			_("Cyborg Superdense Thermal Armor Mk2")
R-Cyborg-Armor-Heat09			_("Cyborg Superdense Thermal Armor Mk3")

R-Vehicle-Armor-Heat07			_("Ultra-High-Intensity Thermal Armor")
R-Vehicle-Armor-Heat08			_("Ultra-High-Intensity Thermal Armor Mk2")
R-Vehicle-Armor-Heat09			_("Ultra-High-Intensity Thermal Armor Mk3")

// added by Marc 15th June 1999 Tech 2 Super-Cyborgs and Heavy Laser

R-Cyborg-Hvywpn-Mcannon			_("Super Heavy Gunner")
Cyb-Hvy-Mcannon				_("Super Heavy Gunner")
Cyb-Hvybod-Mcannon			_("Super Heavy Gunner")
Cyb-Hvywpn-Mcannon			_("Super Heavy Gunner")

R-Cyborg-Hvywpn-Acannon			_("Super Heavy Autogunner")
Cyb-Hvy-Acannon				_("Super Heavy Autogunner")
Cyb-Hvybod-Acannon			_("Super Heavy Autogunner")
Cyb-Hvywpn-Acannon			_("Super Heavy Autogunner")

R-Cyborg-Hvywpn-HPV			_("Super HPV Gunner")
Cyb-Hvy-HPV					_("Super HPV Gunner")
Cyb-Hvybod-HPV				_("Super HPV Gunner")
Cyb-Hvywpn-HPV				_("Super HPV Gunner")

R-Cyborg-Hvywpn-TK			_("Super Tank Killer")
Cyb-Hvy-TK					_("Super Tank Killer")
Cyb-Hvybod-TK				_("Super Tank Killer")
Cyb-Hvywpn-TK				_("Super Tank Killer")

R-Wpn-HvyLaser				_("Heavy Laser")
HeavyLaser					_("Heavy Laser")
HeavyLaser-VTOL				_("VTOL Heavy Laser")
Emplacement-HeavyLaser			_("Plasma Laser Bunker")
R-Defense-HeavyLas			_("Plasma Laser Bunker")

// added by SEBG 17 June 1999

R-Sys-Resistance-Circuits		_("NEXUS Resistance Circuits")

Cannon6TwinAslt				_("Twin Assault Cannon")
R-Wpn-Cannon6TwinAslt			_("Twin Assault Cannon")
R-Defense-Cannon6				_("Twin Assault Cannon Bunker")
PillBox-Cannon6				_("Twin Assault Cannon Bunker")

A0LasSatCommand				_("Laser Satellite Command Post")
A0Sat-linkCentre				_("Satellite Uplink Center")
Sensor-WideSpec				_("Wide Spectrum Sensor")
Sys-SensoTowerWS				_("Wide Spectrum Sensor Tower")
R-Sys-Sensor-WS				_("Wide Spectrum Sensor")
R-Sys-Sensor-WSTower			_("Wide Spectrum Sensor Tower")
R-Sys-Sensor-SatLink			_("Satellite Uplink Center")
R-Wpn-LasSat				_("Laser Satellite Command Post")
R-Sys-Sensor-UpLink			_("Satellite Uplink Center")
LasSatCommandSensor			"*LasSatCommandSensor*"
R-Sys-RadarDetector01			_("Radar Detector Turret")

// added by SEBG 5 July 1999

SK-Veng-Track-C6TwinAslt	"*SK-Veng-Track-C6TwinAslt*"
SK-Veng-Track-HvyLaser		"*SK-Veng-Track-HvyLaser*"
SK-Veng-Hover-Seraph		"*SK-Veng-Hover-Seraph*"
Dragon-Hover-SeraphGauss	"*SK-Dragon-Hover-SeraphGauss*"

AutoRepair					"Auto Repair"

// added by Marc 23rd June 1999 Tech 3 Super-Cyborgs, Plasma Cannon and EMP Cannon

R-Wpn-PlasmaCannon			_("Plasma Cannon")
Laser4-PlasmaCannon			_("Plasma Cannon")
R-Defense-PlasmaCannon			_("Plasma Cannon Bunker")
Emplacement-PlasmaCannon		_("Plasma Cannon Bunker")

R-Wpn-Sunburst			_("Sunburst AA Array")
Rocket-Sunburst			_("Sunburst AA Array")
Rocket-VTOL-Sunburst		_("VTOL Sunburst AA Array")
R-Defense-Sunburst			_("Sunburst AA Battery")
P0-AASite-Sunburst			_("Sunburst AA Battery")

R-Cyborg-Hvywpn-PulseLsr		_("Super Pulse Laser Gunner")
Cyb-Hvy-PulseLsr				_("Super Pulse Laser Gunner")
Cyb-Hvybod-PulseLsr			_("Super Pulse Laser Gunner")
Cyb-Hvywpn-PulseLsr			_("Super Pulse Laser Gunner")

R-Cyborg-Hvywpn-RailGunner		_("Super Railgunner")
Cyb-Hvy-RailGunner			_("Super Railgunner")
Cyb-Hvybod-RailGunner			_("Super Railgunner")
Cyb-Hvywpn-RailGunner			_("Super Railgunner")

R-Cyborg-Hvywpn-A-T			_("Super Scourge Cyborg")
Cyb-Hvy-A-T					_("Super Scourge Cyborg")
Cyb-Hvybod-A-T				_("Super Scourge Cyborg")
Cyb-Hvywpn-A-T				_("Super Scourge Cyborg")

Sys-SpyTower				_("NEXUS Link Tower")
R-Sys-SpyTower				_("NEXUS Link Tower")

EMP-Cannon					_("EMP Cannon")
WallTower-EMP				_("EMP Cannon Hardpoint")
R-Defense-EMPCannon			_("EMP Cannon Hardpoint")
R-Wpn-EMPCannon				_("EMP Cannon")

// added by SEBG for September patch

X-Super-MassDriver			_("Gauss Scattergun Fortress")
MassDriver					_("Gauss Scattergun")
R-Defense-MassDriver			_("Gauss Scattergun Fortress")

X-Super-Cannon				_("Cannon Fortress")
CannonSuper					_("Cannon Fortress")
R-Defense-Super-Cannon 			_("Cannon Fortress")

X-Super-Rocket				_("Heavy Rocket Bastion")
RocketSuper					_("Heavy Rocket Bastion")
R-Defense-Super-Rocket 			_("Heavy Rocket Bastion")

X-Super-Missile				_("Missile Fortress")
MissileSuper				_("Missile Fortress")
R-Defense-Super-Missile 		_("Missile Fortress")

// added by Marc 1st September - Super Heavy bodies, Flamer Upgrades

R-Vehicle-Body13				_("Heavy Body - Wyvern")
Body13SUP					_("Wyvern")

R-Vehicle-Body14				_("Multi-Turret Body - Dragon")
Body14SUP					_("Dragon")

R-Wpn-Flamer-Damage07			_("Superhot Plasmite gel")
R-Wpn-Flamer-Damage08			_("Superhot Plasmite gel Mk2")
R-Wpn-Flamer-Damage09			_("Superhot Plasmite gel Mk3")

// added by Marc 13th September - EMP Mortar, AA laser, AA Hardpoints, Sam Hardpoints

MortarEMP					_("EMP Mortar")
Emplacement-MortarEMP			_("EMP Mortar Pit")
R-Wpn-MortarEMP				_("EMP Mortar")
R-Defense-EMPMortar			_("EMP Mortar Pit")
AAGunLaser					_("Tempest AA Laser")
R-Defense-AA-Laser			_("Tempest AA Site")
R-Wpn-AALaser				_("Tempest AA Laser")
P0-AASite-Laser				_("Tempest AA Site")
R-Defense-WallTower-SamHvy		_("Vindicator SAM Hardpoint")
WallTower-SamHvy				_("Vindicator SAM Hardpoint")
WallTower-QuadRotAAGun			_("Shredder Cannon Hardpoint")
R-Defense-WallTower-QuadRotAA		_("Shredder Cannon Hardpoint")
WallTower-DoubleAAGun			_("AA Flak Cannon Hardpoint")
R-Defense-WallTower-DoubleAAgun	_("AA Flak Cannon Hardpoint")
R-Defense-WallTower-SamSite		_("Avenger SAM Hardpoint")
WallTower-SamSite				_("Avenger SAM Hardpoint")

// added by Marc 15th September - Twin Rotary MG, VTOL Plasmite Bomb and VTOL EMP Missile Launcher

MG5TWINROTARY				_("Twin Assault Gun")
R-Wpn-MG5					_("Twin Assault Gun")
WallTower-TwinAssaultGun		_("Twin Assault Gun Hardpoint")
R-Defense-WallTower-TwinAGun		_("Twin Assault Gun Hardpoint")

Bomb5-VTOL-Plasmite			_("VTOL Plasmite Bomb")
R-Wpn-Bomb05				_("Plasmite Bomb")
Bomb6-VTOL-EMP				_("VTOL EMP Bomb")
R-Wpn-Bomb06				_("EMP Bomb")

// added by Marc 15th September - Upgraded Command Turrets

CommandTurret2				_("Command Turret II")
R-Comp-CommandTurret02			_("Command Turret II")
CommandTurret3				_("Command Turret III")
R-Comp-CommandTurret03			_("Command Turret III")
CommandTurret4				_("Command Turret IV")
R-Comp-CommandTurret04			_("Command Turret IV")

			/////////////////
			//NEW TEMPLATES//
			/////////////////

	/* Aivolution */
//TransporterU				_("Unit transport")
//TransporterBodyU			_("Unit transport Body")
//R-Cyborg-TransportU			_("Unit transport")
CobraHRepairHover			_("Heavy Repair Turret Cobra Hover")
ViperHMGWheels				_("Heavy Machinegun Viper Wheels")
Scourge-Mantis-H			_("Scourge Mantis Hover")
TK-Mantis-H				_("Tank Killer Mantis Hover")
CobraHMGTracks				_("Heavy Machinegun Cobra Tracks")
Cobra-Hover-HC				_("Heavy Cannon Cobra Hover")

//======================================================================
//GK
//======================================================================
A-Viper-Wheels-MG			_("Machinegun Viper Wheels")
A-Viper-Wheels-TMG			_("Twin Machinegun Viper Wheels")
A-Viper-Wheels-HMG			_("Heavy Machinegun Viper Wheels")
A-Cobra-Wheels-HMG			_("Heavy Machinegun Cobra Wheels")
A-Cobra-Hover-HMG			_("Heavy Machinegun Cobra Hover")

A-Viper-Trk-MG				_("Machinegun Viper Tracks")
A-Viper-Trk-TMG				_("Twin Machinegun Viper Tracks")
A-Viper-Trk-HMG				_("Heavy Machinegun Viper Tracks")
A-Cobra-Trk-HMG				_("Heavy Machinegun Cobra Tracks")

A-Cobra-Hover-MC			_("Medium Cannon Cobra Hover")
A-Scorp-Hover-MC			_("Medium Cannon Scorpion Hover")
A-Scorp-Trk-MC				_("Medium Cannon Scorpion Tracks")
A-Python-Hover-MC			_("Medium Cannon Python Hover")
A-Python-Hover-HC			_("Heavy Cannon Python Hover")
A-Python-Trk-HC				_("Heavy Cannon Python Tracks")
A-Mantis-Trk-Rail			_("Rail Gun Mantis Tracks")
A-Mantis-Trk-Pulse			_("Pulse Laser Mantis Tracks")
A-Python-Trk-Lancer			_("Lancer Python Tracks")
A-Mantis-Trk-Lancer			_("Lancer Mantis Tracks")
A-Veng-Trk-TK				_("Tank Killer Vengeance Tracks")

//A-Python-Trk-HLaser			_("Heavy Laser Python Tracks")
//A-Python-Trk-Scour			_("Scourge Python Tracks")

A-Tiger-Trk-HC				_("Heavy Cannon Tiger Tracks")
A-Tiger-Trk-Needle			_("Needle Gun Tiger Tracks")
A-Retrib-Trk-Needle			_("Needle Gun Retribution Tracks")
A-Veng-Trk-Needle			_("Needle Gun Vengeance Tracks")
A-Veng-Trk-Rail				_("Vengeance Tracks Rail Gun")
A-Veng-Trk-Guass			_("Vengeance Tracks Gauss Cannon")
A-Veng-Trk-Scourge			_("Vengeance Tracks Gauss Scourge")

//Anti Structure VTOLs
V-Bug-ClusterBomb			_("VTOL Cluster Bomb Bay Bug VTOL")
V-Bug-BB				_("VTOL Bunker Buster Bug VTOL")
V-Scor-ClusterBomb			_("VTOL Cluster Bomb Bay Scorpion VTOL")
V-Scor-BB				_("VTOL Bunker Buster Scorpion VTOL")

//Anti Tank VTOLs
V-Bug-Lancer				_("VTOL Lancer Bug VTOL")
V-Bug-HPV				_("VTOL Hyper Velocity Cannon Bug VTOL")
V-Scor-Lancer				_("VTOL Lancer Scorpion VTOL")
V-Scor-HPV				_("VTOL Hyper Velocity Cannon Scorpion VTOL")
V-Mantis-Lancer				_("VTOL Lancer Mantis VTOL")
V-Mantis-HPV				_("VTOL Hyper Velocity Cannon Mantis VTOL")

//Repair
A-Rep-Cobra-Trk				_("Repair Turret Cobra Tracks")
A-Rep-Mantis-Trk			_("Repair Turret Mantis Tracks")

H-Scorp-Trk-Lancer			_("Lancer Scorpion Tracks")
H-Scorp-Trk-HC				_("Heavy Cannon Scorpion Tracks")
H-Scorp-VTOL-Lancer			_("Lancer Scorpion VTOL")
H-Scorp-VTOL-BB				_("Bunker Buster Scorpion VTOL")

Viper-Trk-Com				_("Command Turret Viper Tracks")
Cobra-Trk-Com				_("Command Turret Cobra Tracks")
Scorp-Trk-Com				_("Command Turret Scorpion Tracks")
Mantis-Trk-Com				_("Command Turret Mantis Tracks")

CobraTrkLancer				_("Lancer Cobra Tracks")
MantisTrkHC				_("Heavy Cannon Mantis Tracks")
MantisTKTracks				_("Tank Killer Mantis Tracks")
MantisScourgeTracks			_("Scourge Mantis Tracks")
ScorpTrkHMG				_("Heavy Machinegun Scorpion Tracks")

ScorpRepairTrk				_("Repair Scorpion Tracks")
ScorpHRepairHover			_("Heavy Repair Scorpion Hover")

// Hover Truck Templates
CobraHoverTruck				_("Truck Cobra Hover")
ScorpHoverTruck				_("Truck Scorpion Hover")
MantisHoverTruck			_("Truck Mantis Hover")

// Bunker Buster Templates
CobraBBTracks				_("Bunker Buster Cobra Tracks")
ScorpBBTracks				_("Bunker Buster Scorpion Tracks")
MantisBBTracks				_("Bunker Buster Mantis Tracks")

ViperTrkLancer				_("Lancer Viper Tracks")

CobraPODHTracks				_("Mini-Rocket Cobra Half-Tracks")
CobraPODTracks				_("Mini-Rocket Cobra Tracks")
CobraMRLTracks				_("Mini-Rocket Array Cobra Tracks")

CobraInfernoHTracks			_("Inferno Cobra Half-Tracks")
PythonHoverHVC				_("Hyper Velocity Cannon Python Hover")

PythonTKTracks				_("Tank Killer Python Tracks")
PythonMedCanTracks			_("Medium Cannon Python Tracks")
PythonScourgeTracks			_("Scourge Python Tracks")
PythonGaussTracks			_("Gauss Cannon Python Tracks")
PythonPulseTracks			_("Pulse Laser Python Tracks")
TigerPulseTracks			_("Pulse Laser Tiger Tracks")
TigerHvLaserTracks			_("Heavy Laser Tiger Tracks")
WyvernGaussTracks			_("Gauss Cannon Wyvern Tracks")
WyvernPulseTracks			_("Pulse Laser Wyvern Tracks")
WyvernHvLaserTracks			_("Heavy Laser Wyvern Tracks")

ViperLtMGHalfTracks			_("Machinegun Viper Half-Tracks")
ViperFlameHalfTracks		_("Flamer Viper Half-Tracks")

//Added for DyDo-AI
CobraInfernoHover			_("Inferno Cobra Hover")
CobraMedCnHTrks			  _("Medium Cannon Cobra Half Track")
PythonHoverInferno		_("Inferno Python Hover")
PhytonHoverAssGun     _("Assault Gun Python Hover")
PhytonHTrackAssGun    _("Assault Gun Python Half Track")
ScorpHTrackHMG			  _("Heavy Machinegun Scorpion Half Tracks")
MantisHoverAC         _("Assault Cannon Mantis Hover")
LeopardHoverPulseLas  _("Pulse Laser Leopard Hover")
PantherHoverPulseLas  _("Pulse Laser Panther Hover")
TigerHoverRailGun     _("Rail Gun Tiger Hover")
TigerHoverPulseLas  	_("Pulse Laser Tiger Hover")
WyvernPlasmaCTracks  	_("Plasma Cannon Wyvern Tracks")
WyvernScourgeTracks  	_("Scourge Missile Wyvern Tracks")
RetreHoverFlashLight  _("Flashlight Retribution Hover")
ViperPODHalfTracks    _("Mini-Rocket Viper Half Track")
ViperMRLHalfTracks    _("Mini-Rocket Array Viper Half Track")
SK-Mantis-VTOL-PBB    _("Phosphor Bomb Bay Mantis VTOL")
SK-Mantis-VTOL-HBB    _("Heap Bomb Bay Mantis VTOL")
SK-Retre-VTOL-HBB     _("Heap Bomb Bay Retribution VTOL")
SK-Retal-VTOL-Scourge _("Scourge Retaliation VTOL")
SK-Retre-VTOL-Plasmite	_("Plasmite Retribution VTOL")


// new features by Mysteryem

arizonabush1				"*ArizonaBush1*"
arizonabush2				"*ArizonaBush2*"
arizonabush3				"*ArizonaBush3*"
arizonabush4				"*ArizonaBush4*"
arizonatree1        "*ArizonaTree1*"
arizonatree2        "*ArizonaTree2*"
arizonatree3        "*ArizonaTree3*"
arizonatree4        "*ArizonaTree4*"
arizonatree5        "*ArizonaTree5*"
arizonatree6        "*ArizonaTree6*"
trapstraight        "*TrapStraight*"
trapcorner          "*TrapCorner*"
hoverwreck          "*WreckedHoverProp*"
barrier             "*Barrier*"
bridgeend           "*BridgeEnd*"
bridgemiddle        "*BridgeMiddle*"
bridgefull         "*FullBridge*"
bigcooltowr         "*LargeCoolingTower*"
nukepowstat         "*NuclearPowerStation*"
Pipe1A              "*PipeFull*"
Pipe2A              "*PipeEnd*"
Pipe3A              "*PipeCollapsed*"
Ruin6               "*Ruin6*"
Ruin7               "*Ruin7*"
Ruin8               "*Ruin8*"
Ruin9               "*Ruin9*"
Ruin10              "*Ruin10*"
Wreck0              "*Wreck0*"
Wreck1              "*Wreck1*"
Wreck2              "*Wreck2*"
Wreck3              "*Wreck3*"
Wreck4              "*Wreck4*"
Wreck5              "*Wreck5*"
BaBaHorizontalWall  "*Babahrzwall*"
BabaCornerWall      "*Babacrnwall*"
Powlab              "Powerlab"
Indirectlab         "Indirectweaponslab"
Nanolab             "Nanolab"
Aerodynamicslab     "Aerodynamicslab"
Advmaterialslab     "Advancedmaterialslab"
Heavywepslab        "Heavyweaponslab"
Rotarywepslab       "Rotaryweaponslab"
Laseropticslab      "Laseropticslab"
Wall                "Wall"
WallCorner          "Wallcorner"
WallSmashed         "Smashedwall"
WallCornerSmashed   "Smashedcornerwall"

// Stuff from NoQ's Ultimate Scavengers Mod

B2crane1				"crane1"
B2crane2				"crane2"
B2tractor				"tractor"
scavCrane1			"crane1"
scavCrane2			"crane2"
ScavTruckBody				"scavengertruck"
ScavCamperBody			"scavengercamper"
ScavIcevanBody			"scavengericevan"
ScavNEXUSlink			"scavengernexuslinkturret"
ScavNEXUSbody			"scavengernexustank"
ScavNEXUStrack			"scavengernexustrack"
A0BaBaVtolFactory			_("Scavenger Chopper Factory")
ScavengerChopper			"scavengerchopper"
HeavyChopper			"heavychopper"
Chopper-MG			"choppermg"
Chopper-Minipod			"chopperpod"
ScavCraneOne			"crane1"
ScavCraneTwo			"crane2"
ScavRepairCentre			_("Scavenger Repair Center")
ScavSensor			"Scavenger Sensor"
bbaawep			"Scavenger AA"
bbaatow			"Scavenger AA"

// New stuff added by Shadow Wolf TJC

//Research & Weapons

R-Cyborg-HvyConst			_("Super Cyborg Construction")

R-Struc-RepairFacility2			_("Repair Facility II")
R-Struc-RepairFacility3			_("Repair Facility III")
R-Struc-RepairFacility4			_("Repair Facility IV")

R-Struc-WindFarm			_("Wind Turbine")

R-Vehicle-Armor-Kinetic01	_("Reactive Armor")
R-Vehicle-Armor-Kinetic02	_("Reactive Armor Mk2")
R-Vehicle-Armor-Kinetic03	_("Reactive Armor Mk3")
R-Vehicle-Armor-Kinetic04	_("High-Density Reactive Armor")
R-Vehicle-Armor-Kinetic05	_("High-Density Reactive Armor Mk2")
R-Vehicle-Armor-Kinetic06	_("High-Density Reactive Armor Mk3")
R-Vehicle-Armor-Kinetic07	_("Ultra-High-Density Reactive Armor")
R-Vehicle-Armor-Kinetic08	_("Ultra-High-Density Reactive Armor Mk2")
R-Vehicle-Armor-Kinetic09	_("Ultra-High-Density Reactive Armor Mk3")

R-Sys-Resistance-Circuits2	_("NEXUS Resistance Circuits Mk2")
R-Sys-Resistance-Circuits3	_("NEXUS Resistance Circuits Mk3")

R-Vehicle-Body15			_("Light Body - Wyrmling")
R-Vehicle-Body16			_("Medium Body - Salamander")
R-Vehicle-Body17			_("Light Body - Falcon")
R-Vehicle-Body18			_("Medium Body - Warhawk")
R-Vehicle-Body19			_("Heavy Body - Eagle")
R-Vehicle-Body20			_("Light Body - Gladius")
R-Vehicle-Body21			_("Medium Body - Longsword")
R-Vehicle-Body22			_("Heavy Body - Claymore")
R-Vehicle-Body23			_("Multi-Turret Body - Couatl")
R-Vehicle-Body24			_("Multi-Turret Body - Abaddon")
R-Vehicle-Body25			_("Multi-Turret Body - Sabretooth")
R-Vehicle-Body26			_("Multi-Turret Body - Phoenix")
R-Vehicle-Body27			_("Multi-Turret Body - Excalibur")
R-Vehicle-Body28			_("Multi-Turret Body - Nemesis")

R-Sys-Spade1Hvy			_("Heavy Construction Unit")
R-Sys-Spade2Mk1			_("Construction Unit II")
R-Sys-Spade2Hvy			_("Heavy Construction Unit II")
R-Sys-Spade3Mk1			_("Construction Unit III")
R-Sys-Spade3Hvy			_("Heavy Construction Unit III")
R-Sys-Spade4Mk1			_("Construction Unit IV")
R-Sys-Spade4Hvy			_("Heavy Construction Unit IV")

R-Sys-MobileRepairTurret02		_("Mobile Repair Turret II")
R-Sys-MobileRepairTurretHvy2		_("Heavy Repair Turret II")
R-Sys-MobileRepairTurret03		_("Mobile Repair Turret III")
R-Sys-MobileRepairTurretHvy3		_("Heavy Repair Turret III")
R-Sys-MobileRepairTurret04		_("Mobile Repair Turret IV")
R-Sys-MobileRepairTurretHvy4		_("Heavy Repair Turret IV")

R-Comp-CommandTurret01Hvy	_("Heavy Command Turret")
R-Comp-CommandTurret02Hvy	_("Heavy Command Turret II")
R-Comp-CommandTurret03Hvy	_("Heavy Command Turret III")
R-Comp-CommandTurret04Hvy	_("Heavy Command Turret IV")

R-Sys-Sensor-TurretHvy		_("Heavy Sensor Turret")
R-Sys-RadarDetectorHvy		_("Heavy Radar Detector Turret")
R-Sys-CBSensor-TurretHvy	_("Heavy CB Radar Turret")
R-Sys-VTOLStrike-TurretHvy	_("Heavy VTOL Strike Turret")
R-Sys-VTOLCBS-TurretHvy		_("Heavy VTOL CB Radar Turret")

R-Sys-RadarDetectorTower1	_("Radar Detector Tower")
R-Sys-RadarDetectorTower2	_("Hardcrete Radar Detector Tower")
R-Sys-CBSensor-Tower02		_("Hardcrete CB Radar Tower")
R-Sys-VTOLStrike-Tower02	_("Hardcrete VTOL Strike Tower")
R-Sys-VTOLCBS-Tower02		_("Hardcrete VTOL CB Radar Tower")

R-Wpn-MG3Twin			_("Twin Heavy Machinegun")
R-Wpn-MG-AntiTank			_("Armor-Piercing Gattling Gun - Vulcan")
R-Wpn-MG-AntiTankTwin		_("Twin Vulcan Gattling Gun")
R-Wpn-MG-AntiTank2		_("Heavy AP Gattling Gun - Punisher")
R-Wpn-MG-AntiTank2Twin		_("Twin Punisher Gattling Gun")
R-Wpn-MG-AntiTankGss		_("Armor-Piercing Gauss Minigun - Hellfury")
R-Wpn-MG-AntiTankGssTwin	_("Twin Hellfury Gauss Minigun")
